# time(ps) Nwater Force (pN) Pressure Dif (atm) 
1 164 11396.851999999999 24557.27058594346
2 174 12091.782 26054.66513386684
3 177 12300.260999999999 26503.883498243853
4 182 12647.725999999999 27252.580772205547
5 179 12439.247 26803.362407828532
6 180 12508.74 26953.10186262087
7 178 12369.753999999999 26653.622953036196
8 186 12925.697999999999 27851.538591374898
9 178 12369.753999999999 26653.622953036196
10 182 12647.725999999999 27252.580772205547
11 178 12369.753999999999 26653.622953036196
12 180 12508.74 26953.10186262087
13 178 12369.753999999999 26653.622953036196
14 178 12369.753999999999 26653.622953036196
15 182 12647.725999999999 27252.580772205547
16 185 12856.205 27701.799136582562
17 191 13273.162999999999 28600.235865336588
18 188 13064.684 28151.017500959577
19 184 12786.712 27552.059681790226
20 186 12925.697999999999 27851.538591374898
21 186 12925.697999999999 27851.538591374898
22 188 13064.684 28151.017500959577
23 180 12508.74 26953.10186262087
24 184 12786.712 27552.059681790226
25 190 13203.669999999998 28450.496410544252
26 188 13064.684 28151.017500959577
27 187 12995.190999999999 28001.278046167237
28 189 13134.177 28300.756955751913
29 183 12717.219 27402.320226997883
30 181 12578.232999999998 27102.841317413207
31 187 12995.190999999999 28001.278046167237
32 182 12647.725999999999 27252.580772205547
33 185 12856.205 27701.799136582562
34 193 13412.149 28899.714774921267
35 188 13064.684 28151.017500959577
36 187 12995.190999999999 28001.278046167237
37 190 13203.669999999998 28450.496410544252
38 189 13134.177 28300.756955751913
39 186 12925.697999999999 27851.538591374898
40 185 12856.205 27701.799136582562
41 187 12995.190999999999 28001.278046167237
42 186 12925.697999999999 27851.538591374898
43 180 12508.74 26953.10186262087
44 188 13064.684 28151.017500959577
45 185 12856.205 27701.799136582562
46 189 13134.177 28300.756955751913
47 188 13064.684 28151.017500959577
48 184 12786.712 27552.059681790226
49 185 12856.205 27701.799136582562
50 193 13412.149 28899.714774921267
51 187 12995.190999999999 28001.278046167237
52 189 13134.177 28300.756955751913
53 186 12925.697999999999 27851.538591374898
54 180 12508.74 26953.10186262087
55 181 12578.232999999998 27102.841317413207
56 187 12995.190999999999 28001.278046167237
57 182 12647.725999999999 27252.580772205547
58 185 12856.205 27701.799136582562
59 186 12925.697999999999 27851.538591374898
60 183 12717.219 27402.320226997883
61 187 12995.190999999999 28001.278046167237
62 176 12230.768 26354.14404345152
63 176 12230.768 26354.14404345152
64 183 12717.219 27402.320226997883
65 185 12856.205 27701.799136582562
66 188 13064.684 28151.017500959577
67 186 12925.697999999999 27851.538591374898
68 189 13134.177 28300.756955751913
69 188 13064.684 28151.017500959577
70 178 12369.753999999999 26653.622953036196
71 183 12717.219 27402.320226997883
72 186 12925.697999999999 27851.538591374898
73 179 12439.247 26803.362407828532
74 183 12717.219 27402.320226997883
75 183 12717.219 27402.320226997883
76 184 12786.712 27552.059681790226
77 186 12925.697999999999 27851.538591374898
78 181 12578.232999999998 27102.841317413207
79 181 12578.232999999998 27102.841317413207
80 180 12508.74 26953.10186262087
81 185 12856.205 27701.799136582562
82 186 12925.697999999999 27851.538591374898
83 183 12717.219 27402.320226997883
84 182 12647.725999999999 27252.580772205547
85 182 12647.725999999999 27252.580772205547
86 189 13134.177 28300.756955751913
87 188 13064.684 28151.017500959577
88 183 12717.219 27402.320226997883
89 186 12925.697999999999 27851.538591374898
90 188 13064.684 28151.017500959577
91 184 12786.712 27552.059681790226
92 192 13342.655999999999 28749.975320128928
93 188 13064.684 28151.017500959577
94 185 12856.205 27701.799136582562
95 180 12508.74 26953.10186262087
96 182 12647.725999999999 27252.580772205547
97 183 12717.219 27402.320226997883
98 183 12717.219 27402.320226997883
99 187 12995.190999999999 28001.278046167237
100 188 13064.684 28151.017500959577
101 186 12925.697999999999 27851.538591374898
102 182 12647.725999999999 27252.580772205547
103 187 12995.190999999999 28001.278046167237
104 184 12786.712 27552.059681790226
105 183 12717.219 27402.320226997883
106 183 12717.219 27402.320226997883
107 187 12995.190999999999 28001.278046167237
108 188 13064.684 28151.017500959577
109 185 12856.205 27701.799136582562
110 186 12925.697999999999 27851.538591374898
111 188 13064.684 28151.017500959577
112 187 12995.190999999999 28001.278046167237
113 182 12647.725999999999 27252.580772205547
114 189 13134.177 28300.756955751913
115 188 13064.684 28151.017500959577
116 188 13064.684 28151.017500959577
117 187 12995.190999999999 28001.278046167237
118 186 12925.697999999999 27851.538591374898
119 190 13203.669999999998 28450.496410544252
120 180 12508.74 26953.10186262087
121 179 12439.247 26803.362407828532
122 185 12856.205 27701.799136582562
123 185 12856.205 27701.799136582562
124 185 12856.205 27701.799136582562
125 192 13342.655999999999 28749.975320128928
126 190 13203.669999999998 28450.496410544252
127 194 13481.642 29049.454229713607
128 190 13203.669999999998 28450.496410544252
129 184 12786.712 27552.059681790226
130 181 12578.232999999998 27102.841317413207
131 187 12995.190999999999 28001.278046167237
132 181 12578.232999999998 27102.841317413207
133 182 12647.725999999999 27252.580772205547
134 184 12786.712 27552.059681790226
135 183 12717.219 27402.320226997883
136 191 13273.162999999999 28600.235865336588
137 182 12647.725999999999 27252.580772205547
138 184 12786.712 27552.059681790226
139 187 12995.190999999999 28001.278046167237
140 182 12647.725999999999 27252.580772205547
141 185 12856.205 27701.799136582562
142 183 12717.219 27402.320226997883
143 187 12995.190999999999 28001.278046167237
144 186 12925.697999999999 27851.538591374898
145 192 13342.655999999999 28749.975320128928
146 186 12925.697999999999 27851.538591374898
147 187 12995.190999999999 28001.278046167237
148 186 12925.697999999999 27851.538591374898
149 186 12925.697999999999 27851.538591374898
150 185 12856.205 27701.799136582562
