20 0.0
30 0.5
40 -0.5
50 -2.5
60 -2.0
70 -1.0
80 -2.5
90 -2.5
100 -1.5
110 -0.5
120 1.5
130 3.0
140 2.0
150 0.5
160 0.0
170 -3.5
180 -3.5
190 -2.5
200 -2.5
210 0.5
220 0.5
230 0.5
240 1.0
250 -1.5
260 -4.5
270 -2.5
280 -3.0
290 -5.5
300 -3.5
310 -5.5
320 -5.0
330 -3.5
340 -5.5
350 -4.0
360 -4.5
370 -5.0
380 -4.5
390 -5.0
400 -5.0
410 -3.5
420 -3.0
430 0.0
440 -0.5
450 1.0
460 1.0
470 -1.0
480 -0.5
490 2.5
500 4.5
510 7.0
520 4.5
530 3.0
540 3.0
550 1.5
560 3.0
570 1.0
580 2.5
590 1.0
600 1.5
610 3.5
620 4.5
630 4.0
640 5.5
650 7.0
660 7.5
670 9.5
680 7.0
690 6.5
700 8.5
710 8.5
720 8.0
730 5.5
740 4.5
750 6.0
760 9.5
770 9.0
780 8.5
790 8.0
800 8.0
810 7.0
820 7.5
830 9.0
840 11.5
850 8.0
860 9.5
870 7.5
880 7.0
890 9.0
900 6.5
910 4.5
920 8.0
930 7.5
940 8.0
950 6.5
960 5.0
970 4.0
980 4.0
990 5.0
1000 4.0
